ARPT_ID,ARPT_NAME,LAT_AVG,LONG_AVG,RWY_CNT,RWY_LEN_AVG,RW_LEN_6K_10K,RWY_LEN_GE_10K
3Q0,MINA,38.37986964,-118.0967496,1,4600.0,0,0
33K,KINSLEY MUNI,37.90899389,-99.40310667,1,3290.0,0,0
3R4,HART,31.54424819,-93.48380682,1,4402.0,0,0
3FA7,FLYING 4 RANCH,29.0426625,-81.05695,1,1480.0,0,0
3R8,HONAKER FLD,38.6577,-85.79058472,1,2750.0,0,0
3FK,FRANKLIN FLYING FLD,39.42634861,-86.05902361,1,2400.0,0,0
34SC,TOMS CREEK,33.77183333,-79.96625,1,2117.0,0,0
3FL,ST CLOUD,28.27434861,-81.28499444,1,3000.0,0,0
3S5,SCHIFFER ACRES,43.03619444,-84.43418056,1,2777.0,0,0
3FL0,MOUNT ROYAL,29.43030556,-81.66202639,1,2430.0,0,0
3S7,NEHALEM BAY STATE,45.69812666,-123.9296434,1,2350.0,0,0
3FU,FAULKTON MUNI,45.03067361,-99.11287222,1,3249.0,0,0
3S9,CONDON STATE PAULING FLD,45.2465664,-120.1664507,1,3500.0,0,0
3G2,GRYGLA MUNI - MEL WILKENS FLD,48.29408194,-95.62597361,1,3437.0,0,0
3T0,CEDAR MILLS,33.83948936,-96.81008333,1,3000.0,0,0
33M,WATER VALLEY MUNI,34.1678695,-89.68488214,1,3000.0,0,0
3T3,BOYCEVILLE MUNI,45.04395323,-92.02132815,1,3299.0,0,0
3G4,ASHLAND COUNTY,40.90298092,-82.25563757,1,3501.0,0,0
3T5,FAYETTE RGNL AIR CENTER,29.90798333,-96.9500125,1,5000.0,0,0
3G6,TRI-CITY,40.90600111,-81.00001806,1,2768.0,0,0
3T7,MIDDLE BASS ISLAND,41.68840159,-82.80817803,1,1852.0,0,0
3G8,GEN-AIRPARK,41.43976372,-90.11004812,1,2568.0,0,0
3T9,BIG BEND RANCH STATE PARK,29.47108333,-103.9364167,1,5500.0,0,0
3GA7,THOMAS RIDGE,32.45083333,-84.24918056,1,2974.0,0,0
3TA0,FOUR SQUARE RANCH,30.09702222,-100.4045502,1,4093.0,0,0
33N,DELAWARE AIRPARK,39.21869936,-75.60046021,1,4201.0,0,0
35A,"UNION COUNTY, TROY SHELTON FLD",34.68695278,-81.64116666,1,3508.0,0,0
33NR,SKYLINE PEAK,35.93890555,-82.51561805,1,2829.0,0,0
35C,WELLS,43.12863333,-85.50518611,1,2200.0,0,0
3H4,HILLSBORO MUNI,47.35940683,-97.06041737,1,3301.0,0,0
3U1,WARREN /USFS/,45.26812269,-115.6836122,1,2765.0,0,0
3H5,ERIE AIR PARK,41.68242778,-90.07860694,1,2000.0,0,0
30NE,NEBRASKALAND AVIATION,40.35574861,-98.68581667,1,2600.0,0,0
3HO,HOBART SKY RANCH,41.5559,-87.26392222,1,3125.0,0,0
3U5,AUGUSTA,47.46342658,-112.3801136,1,3650.0,0,0
3I2,MASON COUNTY,38.91463451,-82.09857882,1,4000.0,0,0
35ME,MATINICUS ISLAND,43.87143333,-68.89355555,1,1645.0,0,0
42ID,BLACK BEAR RANCH,44.0712456,-115.791183,1,2955.0,0,0
3V0,CUSTER STATE PARK,43.72491667,-103.3499792,1,4000.0,0,0
33R,GROVETON-TRINITY COUNTY,31.08433641,-95.16411247,1,3500.0,0,0
3VG5,KINMAN,37.12878469,-79.30323728,1,1500.0,0,0
42M,THAYER MEML,36.52228444,-91.57198694,1,4200.0,0,0
3W2,PUT IN BAY,41.63666505,-82.8283249,1,2870.0,0,0
42U,MORGAN COUNTY,41.14867555,-111.7671486,1,3904.0,0,0
3W5,MEARS FLD,48.52983833,-121.758235,1,2609.0,0,0
42XA,SKID ROW AIRPARK,31.36227639,-97.0903,1,1872.0,0,0
3W7,GRAND COULEE DAM,47.92204652,-119.0830108,1,4203.0,0,0
43A,MONTGOMERY COUNTY,35.38464976,-79.79026622,1,4002.0,0,0
3W9,MIDDLE BASS-EAST POINT,41.6944468,-82.79655437,1,2085.0,0,0
43CN,CORCORAN,36.10268055,-119.5947889,1,3690.0,0,0
3X5,NORTH BASS ISLAND,41.7179985,-82.82111157,1,1804.0,0,0
43FL,TARVAIR,28.54057361,-81.77850278,1,2403.0,0,0
3Y2,GEORGE L SCOTT MUNI,42.98522337,-91.79063014,1,4149.0,0,0
33S,PRU FLD,47.12345416,-118.3893278,1,3433.0,0,0
3Y7,ISABEL MUNI,45.38971111,-101.4375722,1,3009.0,0,0
33TE,DONNA FLD,33.81509983,-96.73476992,1,2322.0,0,0
35TE,WIESER ANGUS RANCH,30.2521,-98.82448472,1,2008.0,0,0
33U,DUTCH JOHN,40.9178125,-109.3906607,1,6000.0,0,0
40G,VALLE,35.65056528,-112.1480917,1,4199.0,0,0
3K7,MARK HOARD MEML,38.45752651,-101.3508647,1,5100.0,0,0
40TN,CLOUD 9 AERODROME,36.3474715,-83.2673495,1,2700.0,0,0
3K8,COMANCHE COUNTY,37.22285804,-99.33203616,1,4500.0,0,0
40XS,HANK SASSER/BREAKAWAY,30.51763472,-97.78081805,1,3000.0,0,0
30M,RALPH M SHARPE,34.65908333,-90.37623611,1,2508.0,0,0
35TX,FLYING B RANCH AIRSTRIP,32.48454861,-99.826,1,1700.0,0,0
3KS1,HUNNINGHAKE AERIAL,39.83058472,-96.16485833,1,2200.0,0,0
41G,UNIVERSITY AIRPARK,42.84099861,-84.47904722,1,1994.0,0,0
3KS2,MUNSON FLD,37.06046944,-96.99871111,1,2051.0,0,0
41ME,EAGLE RIDGE AIRFIELD,44.51961666,-70.14627777,1,1900.0,0,0
3KS3,ROGERS,37.40315555,-97.19427778,1,1900.0,0,0
41ND,HILL,48.14051111,-101.1473667,1,1750.0,0,0
3KS4,EVELEIGH FARMS,37.77090694,-101.4346153,1,3700.0,0,0
41TT,RANCHO PARAISO,30.18137491,-99.40746958,1,5433.0,0,0
3KS5,HIGH POINT,37.84264305,-97.35138055,1,2400.0,0,0
41XS,MACHO GRANDE,30.53452222,-97.41981389,1,2500.0,0,0
3KS7,BAIR-LANGER,37.82891389,-97.34934722,1,2300.0,0,0
42AK,WILLOW CONOCOPHILLIPS,70.11088194,-152.1297375,1,5000.0,0,0
3KS8,REED-WILSONTON,37.25614861,-95.33404861,1,2300.0,0,0
42C,WHITE CLOUD,43.55984722,-85.77415278,1,2916.0,0,0
3KS9,TRI ROTOR,37.72711389,-101.1954097,1,3800.0,0,0
42IA,LAKEPORT FARMS,42.26145139,-96.28967777,1,2200.0,0,0
3L2,SKY RANCH,35.79295036,-115.6264218,1,3300.0,0,0
3LA4,LITTLE PECAN ISLAND,29.79968148,-92.80353542,1,4002.0,0,0
42KS,FARNEY FLD,37.01069027,-98.45452778,1,2339.0,0,0
3I4,RICHWOOD MUNI,38.25838068,-80.65132347,1,3360.0,0,0
42TT,DUKE INTL,30.45559305,-95.23079583,1,2533.0,0,0
3I7,DAYTON/PHILLIPSBURG,39.91327777,-84.4004125,1,3000.0,0,0
42VA,VIRGINIA BEACH,36.67890416,-76.03277639,1,4845.0,0,0
3ID3,ESTES,46.77815277,-117.0254361,1,1569.0,0,0
42XS,TRIPLE B RANCH,27.95881944,-98.40376389,1,5000.0,0,0
3IS3,NOLAND FARMS,39.73914444,-89.14717361,1,2000.0,0,0
43B,DEBLOIS FLIGHT STRIP,44.72687508,-67.99136125,1,4500.0,0,0
3J0,HAMPTON COUNTY,32.86651113,-81.0809704,1,3601.0,0,0
43D,ODESSA MUNI,47.34756844,-118.6772326,1,3124.0,0,0
3J1,RIDGELAND-CLAUDE DEAN,32.49685058,-80.99314885,1,4200.0,0,0
43G,BELLEVILLE,42.17717917,-83.54502361,1,2253.0,0,0
3J6,DAVIS FLD,30.79636805,-82.02816528,1,2500.0,0,0
30KS,FLUGPLATZ,38.0248375,-97.73392222,1,2597.0,0,0
3JA,YATES CENTER MUNI,37.85474204,-95.74789103,1,3000.0,0,0
30GE,PAPAS PLACE,34.19401912,-83.19462671,1,2150.0,0,0
21M,CURRIER'S,45.47829037,-69.61931921,1,10000.0,1,0
1Y5,NEW HAMPTON MUNI,43.08817222,-92.34373888,1,2900.0,0,0
21ND,ROSENAU,48.58228194,-100.8548486,1,2500.0,0,0
2TA0,SHALE VALLEY RANCH,30.84516528,-98.27291389,1,1455.0,0,0
21TX,AMBIA FARM,33.57707777,-95.65603889,1,2500.0,0,0
2I3,ROUGH RIVER STATE PARK,37.60981527,-86.50716528,1,3200.0,0,0
21W,RANGER CREEK,47.0131443,-121.5336603,1,2875.0,0,0
2M7,HOFFMAN'S BLACK MOUNTAIN AERODROME,45.53161667,-84.30804444,1,2800.0,0,0
22C,CLIFFORD LAKE,43.30502639,-85.18531389,1,2000.0,0,0
2R6,BUNKIE MUNI,30.95674111,-92.23408638,1,3005.0,0,0
22D,BANDEL,40.13059444,-80.09613889,1,2260.0,0,0
2W3,SWANSON,46.87165872,-122.2572163,1,2990.0,0,0
22F,KENT COUNTY,33.22910478,-100.5691221,1,3300.0,0,0
2GA0,KENNEDY INTRANATIONAL,33.52678472,-83.63879583,1,3816.0,0,0
22I,VINTON COUNTY,39.32798875,-82.44115683,1,3500.0,0,0
2J3,LOUISVILLE MUNI,32.98593122,-82.38479833,1,5002.0,0,0
22M,PONTOTOC COUNTY,34.27554268,-89.03802618,1,3000.0,0,0
2L0,PINEVILLE MUNI,31.34219166,-92.44357639,1,3000.0,0,0
22MN,LITTLE SAND,47.64958331,-94.0277316,1,3200.0,0,0
2MU9,MONROE FLD,38.96521111,-91.11813889,1,2300.0,0,0
22MT,WOUNDED BUCK RANCH,48.12809167,-114.1698083,1,2596.0,0,0
2P7,ALDERMAN,40.05686308,-80.96318793,1,2840.0,0,0
22N,JAKE ARNER MEML,40.80951861,-75.76148861,1,3000.0,0,0
2S5,WATERVILLE,47.65600416,-120.0564628,1,2978.0,0,0
22S,PAISLEY,42.71798469,-120.5627739,1,4300.0,0,0
2U8,THOMAS CREEK,44.72331261,-115.0039591,1,2100.0,0,0
1Y9,PAULLINA MUNI,42.98789144,-95.66447863,1,2800.0,0,0
2XS1,HARRIS RANCH,30.21887778,-98.30274027,1,4600.0,0,0
22XA,WHITE STONE RANCH,31.85430555,-97.93625,1,1922.0,0,0
2G2,GEARY A BATES/JEFFERSON COUNTY AIRPARK,40.36062326,-80.70169725,1,5001.0,0,0
23D,KARLSTAD MUNI,48.57760125,-96.54126805,1,2606.0,0,0
2H2,JERRY SUMNERS SR AURORA MUNI,36.96229686,-93.69531966,1,3001.0,0,0
23JY,JAMISON FLD,38.99581528,-100.2234403,1,3250.0,0,0
2IL9,MEADOW CREEK,41.43334166,-87.78135278,1,3400.0,0,0
23M,CLARKE COUNTY,32.08595448,-88.73902518,1,3295.0,0,0
20V,MC ELROY AIRFIELD,40.05343382,-106.3689747,1,5540.0,0,0
23MI,DVORACEK FLD,45.2446125,-85.23895277,1,1200.0,0,0
2KS3,EDWARDS GRASS STRIP,37.44034946,-100.3072887,1,1500.0,0,0
23MO,SHILOH AIRPARK,39.47048889,-93.08993194,1,1350.0,0,0
2M0,PRINCETON-CALDWELL COUNTY,37.11513215,-87.85708216,1,4099.0,0,0
23MS,SMITH FARMS,30.67739305,-88.55124722,1,2575.0,0,0
2MI4,KAUFFMAN AIRFIELD,44.71394027,-84.06725139,1,600.0,0,0
23MU,SEAN D SHELDON MEML AIRFIELD,38.01859444,-93.69320972,1,2430.0,0,0
2NE8,WALVOORD FLD,40.62870417,-96.56294027,1,2100.0,0,0
23N,BAYPORT AERODROME,40.75759614,-73.05268976,1,2750.0,0,0
2OH7,PFEIFFER FLD,39.52149305,-84.62818611,1,1208.0,0,0
23R,DEVINE MUNI,29.13839322,-98.94188907,1,3399.0,0,0
2R1,LE MAIRE MEML,29.89906944,-91.666,1,3000.0,0,0
23S,SEELEY LAKE,47.18193805,-113.4452172,1,4575.0,0,0
2S0,TWISP MUNI,48.35058528,-120.0939508,1,2701.0,0,0
23W,CORNUCOPIA FLD,46.8662178,-91.08360149,1,2120.0,0,0
2S9,WILLAPA HARBOR,46.69762056,-123.8233833,1,3005.0,0,0
24A,JACKSON COUNTY,35.31721118,-83.20970379,1,3210.0,0,0
2U0,SMITH PRAIRIE,43.4983625,-115.5469819,1,5400.0,0,0
1Z1,GRAND CANYON BAR TEN AIRSTRIP,36.2565125,-113.2308806,1,4600.0,0,0
21MU,THE PENINSULA,36.56514058,-93.50970075,1,2800.0,0,0
24CL,BOSWELL,36.08867083,-119.5416278,1,6815.0,1,0
2WI7,HECKLERS STRIP,42.97005833,-89.66554861,1,2065.0,0,0
24F,CYPRESS RIVER,32.74431404,-94.30468849,1,3200.0,0,0
2Z3,EVA CREEK,64.04211417,-148.8631353,1,950.0,0,0
24IA,ISLEY FLD,42.51581666,-92.51981111,1,2600.0,0,0
2FD6,TULLY RV AIRPARK,28.88973194,-80.86726667,1,2875.0,0,0
24ID,FLYING Z RANCH,44.45361111,-113.6619444,1,2141.0,0,0
2G8,GORHAM,44.39359334,-71.19809051,1,2828.0,0,0
24J,SUWANNEE COUNTY,30.30039939,-83.02439241,1,4005.0,0,0
2GA7,AUBREY'S AIRPARK,32.49819444,-81.62244444,1,3100.0,0,0
24K,KRASSEL USFS,44.97422639,-115.7297486,1,1500.0,0,0
2H9,ROLETTE,48.6668625,-99.85316111,1,3400.0,0,0
24LA,PK FLD,30.3181111,-90.95565089,1,1500.0,0,0
2IL3,MC NEAL'S FLD,41.51579861,-90.3793625,1,2150.0,0,0
24MO,MISTWOOD,38.1327,-92.83046208,1,2830.0,0,0
2IS,AIRGLADES,26.73517071,-81.05106026,1,5902.0,0,0
24N,JICARILLA APACHE NATION,36.82853486,-106.8841914,1,7500.0,1,0
2J8,PIERSON MUNI,29.25003622,-81.45933973,1,2600.0,0,0
24PS,SPRING HILL,41.34741805,-75.41592361,1,2431.0,0,0
2K5,TELIDA,63.37898472,-153.2842153,1,1900.0,0,0
24R,DILLEY AIRPARK,28.68551237,-99.18908868,1,3400.0,0,0
2K9,HASKELL,35.83285251,-95.667417,1,3710.0,0,0
24S,PINEHURST STATE,42.11019408,-122.383106,1,2800.0,0,0
2KS6,FLYING H,39.75037916,-96.02678333,1,2700.0,0,0
25D,FOREST LAKE,45.24740972,-92.99285416,1,2700.0,0,0
2LA7,COSTELLO,32.96585416,-91.4258625,1,3293.0,0,0
25IA,VIRL B DEAL AIRFIELD,43.39509305,-92.96369444,1,1500.0,0,0
2M2,LAWRENCEBURG-LAWRENCE COUNTY,35.23430119,-87.25794382,1,5002.0,0,0
25J,LOWER CHATTAHOOCHEE RGNL,31.70186726,-84.82700672,1,3000.0,0,0
2MI0,CHERRY FLD,43.07260278,-86.02962777,1,1500.0,0,0
25M,RIPLEY,34.72273611,-89.01469305,1,4400.0,0,0
2MO,MOUNT VERNON MUNI,37.06771472,-93.88419025,1,3195.0,0,0
25NV,PARKER CARSON,39.20157837,-119.6834409,1,815.0,0,0
2N5,KAMPEL,40.04950972,-76.97715,1,2550.0,0,0
25TX,CHENNAULT AIRFIELD,30.31435703,-95.32712316,1,3000.0,0,0
2O3,ANGWIN-PARRETT FLD,38.58002778,-122.4354819,1,3217.0,0,0
25U,MEMALOOSE USFS,45.42785462,-116.6938807,1,3300.0,0,0
2OA7,UTTER FLD,38.85061111,-84.107375,1,2425.0,0,0
26A,ASHLAND/LINEVILLE,33.28419722,-85.80896528,1,4023.0,0,0
2OK2,TWIN LAKES,35.32935416,-97.26973472,1,2700.0,0,0
26CL,RANCHITA 2608,33.20527777,-116.5131944,1,1784.0,0,0
2Q0,FLYING W,34.42892222,-80.06993889,1,1606.0,0,0
26IA,MIDWAY VIEW FARMS,42.37377276,-95.76518661,1,1986.0,0,0
2R4,PETER PRINCE FLD,30.6376224,-86.99365359,1,3703.0,0,0
26IL,STRAETER RLA,38.74108472,-89.56789167,1,1004.0,0,0
2R9,KENEDY RGNL,28.82498569,-97.86556833,1,3218.0,0,0
26IN,HAVEN CENTER,41.113,-84.90355972,1,2617.0,0,0
2S2,BEAVER MARSH,43.12753391,-121.8087196,1,4500.0,0,0
26MO,SHORT FLD LANDING,39.457768,-94.247589,1,533.0,0,0
2S7,CHILOQUIN STATE,42.57931844,-121.8790142,1,3749.0,0,0
26N,OCEAN CITY MUNI,39.26347917,-74.60747639,1,2972.0,0,0
2T1,MULESHOE MUNI,34.185135,-102.6410933,1,5100.0,0,0
26NV,DARROW FLD,39.45265581,-118.8662943,1,2483.0,0,0
2TE2,FLYING OAKS,32.82926666,-97.53494305,1,2800.0,0,0
26R,JACKSON COUNTY,29.00099911,-96.58196198,1,3393.0,0,0
2U5,SHEARER /USFS/,45.98949583,-114.8412792,1,2000.0,0,0
26U,MC DERMITT STATE,42.010309,-117.7271328,1,5900.0,0,0
2V5,WRAY MUNI,40.10039687,-102.2411726,1,5399.0,0,0
26W,WOLF LAKE,42.20790278,-84.23345833,1,2155.0,0,0
2W1,DE VERE FLD,47.17758111,-120.8526607,1,2055.0,0,0
27AK,JOHNSON STRIP YENTNA,61.9454,-151.0369694,1,1700.0,0,0
2W6,ST MARY'S COUNTY RGNL,38.31535655,-76.55011607,1,4150.0,0,0
27AZ,EAGLE ROOST AIRPARK,33.91935,-113.1678167,1,3906.0,0,0
2WY8,BAR FLYING E,44.40625,-109.2794444,1,1350.0,0,0
20A,ROBBINS FLD,33.9712821,-86.38039171,1,4203.0,0,0
2Y1,DRAKE,42.31751389,-93.4151625,1,2480.0,0,0
27FA,STANCHESTER,27.8061995,-82.141364,1,448.0,0,0
30F,LAKEVIEW,33.13137788,-97.01420561,1,2600.0,0,0
27IA,OLDFIELD AERO,40.75145139,-92.03082222,1,1800.0,0,0
21N,MATTITUCK,40.98695572,-72.51913158,1,2200.0,0,0
27ID,HUDDLESTON,42.58295416,-114.5501,1,1957.0,0,0
2G1,CONCORD AIRPARK,41.66704349,-81.19718316,1,2181.0,0,0
27K,GEORGETOWN-SCOTT COUNTY RGNL,38.23443414,-84.43468329,1,5498.0,0,0
2G4,GARRETT COUNTY,39.58081293,-79.3359364,1,5000.0,0,0
27KS,BELLAMY FARM,39.13019167,-101.7139444,1,3000.0,0,0
20R,CRYSTAL CITY MUNI,28.69755097,-99.81767073,1,3550.0,0,0
27MD,MYLES LANDING,39.098375,-75.89521528,1,3250.0,0,0
20TT,GONE WITH THE WIND,30.75388055,-97.96165555,1,1340.0,0,0
27ME,PLEASANT POND,44.13331111,-69.889625,1,5000.0,0,0
20U,BEACH,46.92516215,-103.9820602,1,4200.0,0,0
27MS,JOLLY FLD,32.75826111,-89.40870972,1,2485.0,0,0
2H5,HOUSTON FORT BEND,29.49915764,-95.89840118,1,4400.0,0,0
27P,ELDORA,42.32990555,-93.11428333,1,3035.0,0,0
2I0,MADISONVILLE RGNL,37.35592721,-87.39821915,1,6051.0,1,0
27R,ELDORADO,30.86222415,-100.6108612,1,4300.0,0,0
2IA7,JUNGMANNS LANDING,41.56847222,-93.98097222,1,1307.0,0,0
27TX,SANDS HILL,30.11944444,-96.71222222,1,1194.0,0,0
2IL7,BEN EMGE,38.5151785,-90.027207,1,2500.0,0,0
27W,LAKE WENATCHEE STATE,47.81941361,-120.7198942,1,2473.0,0,0
2IN,OLIVER LAKE,41.5696,-85.40445833,1,2675.0,0,0
27WI,FOX RIVER,42.75094583,-88.250375,1,2506.0,0,0
2J0,WAKULLA COUNTY,29.98945555,-84.39539166,1,2590.0,0,0
27XS,SPORT FLYERS,29.838125,-95.94997222,1,4091.0,0,0
2J5,MILLEN,32.8930169,-81.96521733,1,5001.0,0,0
28AL,FOSHEE,32.43322222,-86.37459028,1,1500.0,0,0
2J9,QUINCY MUNI,30.59788622,-84.55744027,1,2974.0,0,0
28DE,ALBANNA AVIATION,39.012875,-75.53396805,1,2048.0,0,0
2K4,SCOTT FLD,34.89261345,-99.52821084,1,4199.0,0,0
28ID,D BAR C,45.5134845,-115.4402885,1,895.0,0,0
2K6,ELK COUNTY,37.38092843,-96.27109869,1,2510.0,0,0
20GA,EARL L SMALL JR  FLD/STOCKMAR,33.75655555,-84.8850625,1,4500.0,0,0
2K8,ARGONIA MUNI,37.27536667,-97.75875,1,3200.0,0,0
28M,CRANLAND,42.02514057,-70.83810029,1,1760.0,0,0
2KL,SUNRISE BEACH,30.59921905,-98.40921712,1,2649.0,0,0
28N,VINELAND-DOWNSTOWN,39.5395704,-74.96767603,1,1800.0,0,0
2KS4,MAHONEY FARM,38.84961944,-98.66826528,1,2400.0,0,0
28TT,LEFT WING LOW,31.99585,-97.00215,1,2058.0,0,0
2KS8,VONADA,39.113725,-98.40339305,1,1900.0,0,0
28U,OWYHEE RESERVOIR STATE,43.42483864,-117.3456579,1,1840.0,0,0
2L1,LARIMORE MUNI,47.90671389,-97.64097222,1,2914.0,0,0
1Y3,JUDGE LEWIS FLD/MOUNT AYR MUNI,40.7063771,-94.22027312,1,2600.0,0,0
2LL3,MILLER,40.06648472,-89.27214444,1,1665.0,0,0
29AK,REMINGTON FLD,64.0467125,-145.4358458,1,1800.0,0,0
2M1,HARRY S TRUMAN RGNL,39.01964722,-94.08650694,1,4400.0,0,0
29C,GRINDSTONE AIR HARBOR,44.04676789,-82.91442142,1,1800.0,0,0
2M4,G V MONTGOMERY,32.35494498,-89.48817276,1,3602.0,0,0
29D,GROVE CITY,41.14604305,-80.16775833,1,4500.0,0,0
21F,JACKSBORO MUNI,33.22786447,-98.14643161,1,3220.0,0,0
29F,JOE VAUGHN SPRAYING,34.39283333,-101.7599167,1,3900.0,0,0
2MI3,SOMERS LANE,43.14321944,-84.60641944,1,1854.0,0,0
29IA,HILLTOP,40.75626527,-95.62348055,1,3049.0,0,0
2MN4,CORNFIELD CANYON,43.59845277,-94.2529,1,2640.0,0,0
29ID,PATTERSON FLD,43.88708333,-116.6547222,1,1485.0,0,0
2MS3,SHOCKLEY FLD,33.61291667,-88.36861111,1,1925.0,0,0
29IL,JUDD FARMS,41.12993472,-89.10718472,1,2467.0,0,0
2N4,OWASCO AIRFIELD,42.73652778,-76.48625,1,2333.0,0,0
20K,QUAIL CREEK,65.35471944,-149.7613778,1,1650.0,0,0
2N6,REDWING,40.02709636,-74.69089417,1,1590.0,0,0
29KY,SOCKS FLYERS,38.88361944,-84.25771111,1,1882.0,0,0
2O1,GANSNER FLD,39.94391838,-120.9453912,1,4105.0,0,0
29N,KROELINGER,39.52400416,-75.04635653,1,2086.0,0,0
2O6,CHOWCHILLA,37.11328905,-120.2469928,1,3253.0,0,0
29OR,SUNRISE VALLEY RANCH LODGE,44.01248611,-120.2804583,1,1915.0,0,0
2O8,HINTON MUNI,35.50721383,-98.34256355,1,4001.0,0,0
2A0,MARK ANTON,35.4862451,-84.93109421,1,5001.0,0,0
2OH6,SMITH FLD,40.01179583,-84.28151111,1,1850.0,0,0
2A1,JAMESTOWN MUNI,36.34970367,-84.94665337,1,3498.0,0,0
2OK1,MERCURY RANCH,34.1923025,-96.518658,1,3830.0,0,0
2A2,HOLLEY MOUNTAIN AIRPARK,35.65071884,-92.40381264,1,4795.0,0,0
21MO,BAKER FARM,37.58767638,-91.78333889,1,2300.0,0,0
2A3,LARSEN BAY,57.5350754,-153.9766797,1,2690.0,0,0
2PN1,SWIFT AERO FLD,41.98127916,-77.52007222,1,1600.0,0,0
2A6,HOLLY GROVE MUNI,34.58244861,-91.16524722,1,4469.0,0,0
2R0,WAYNESBORO MUNI,31.64355389,-88.63509486,1,5000.0,0,0
2A8,ADDISON MUNI,34.21714167,-87.15815833,1,2644.0,0,0
2R2,HENDRICKS COUNTY-GORDON GRAHAM FLD,39.74679115,-86.4751704,1,4400.0,0,0
2A9,KOTLIK,63.03057653,-163.532631,1,4400.0,0,0
2R5,ST ELMO,30.50191005,-88.2751224,1,3998.0,0,0
2AK,LIME VILLAGE,61.35913056,-155.4403861,1,1500.0,0,0
2R7,FRANKLINTON,30.81944562,-90.11251394,1,3000.0,0,0
2AN,TISCHNER AIR,64.25450694,-149.1920639,1,1520.0,0,0
2RR,RIVER RANCH RESORT,27.77934306,-81.20392777,1,4950.0,0,0
2AR4,MC CRORY/MORTON,35.22842222,-91.09316527,1,2400.0,0,0
2S1,VASHON MUNI,47.45858861,-122.4769719,1,2001.0,0,0
20KS,ISAACSON,39.70091111,-97.72126111,1,1000.0,0,0
2S4,WARDEN,46.96581522,-119.0663317,1,2811.0,0,0
2B2,PLUM ISLAND,42.79535694,-70.83944861,1,2105.0,0,0
2S6,SPORTSMAN AIRPARK,45.29482778,-122.9539893,1,2755.0,0,0
20M,MACON MUNI,33.13372071,-88.53600494,1,3000.0,0,0
2S8,WILBUR,47.7533906,-118.7439123,1,3851.0,0,0
2B7,PITTSFIELD MUNI,44.76852503,-69.37442453,1,4003.0,0,0
2SD3,STROUCKEL FARM,45.336131,-99.5286825,1,1355.0,0,0
2B9,POST MILLS,43.88372118,-72.25207186,1,2300.0,0,0
2T2,PERCIVAL SPRINGS,39.01445253,-88.53926538,1,2000.0,0,0
2C5,ALMENA,42.25298472,-85.85165416,1,3300.0,0,0
2TA8,EL COYOTE RANCH,26.85827666,-98.221749,1,5499.0,0,0
2C6,TRI-COUNTY,40.77399337,-90.07441347,1,2809.0,0,0
2TX,SALADO,30.92041667,-97.54,1,3494.0,0,0
2C7,SHAKTOOLIK,64.37109386,-161.2239725,1,4001.0,0,0
2U4,ROCKFORD MUNI,43.18949444,-112.5318056,1,2800.0,0,0
2C8,CAVALIER MUNI,48.7837199,-97.63196936,1,3299.0,0,0
2U7,STANLEY,44.20854583,-114.9345403,1,4300.0,0,0
2CL1,BROWNSVILLE AIRPARK,39.45520869,-121.2916319,1,2326.0,0,0
2UT2,HIGH MEADOW RANCH,37.52842639,-112.6608861,1,2071.0,0,0
20N,KINGSTON-ULSTER,41.98524867,-73.9643205,1,3100.0,0,0
21MS,BLYTHE BAYOU FARMS,34.91201528,-90.21355555,1,3230.0,0,0
30IN,DRAGO AIR,40.37821388,-86.59405976,1,2400.0,0,0
2VA3,MERLIN AERODROME,37.31682778,-77.86655,1,3200.0,0,0
30K,INGALLS MUNI,37.90687098,-100.5314182,1,3000.0,0,0
2W2,CLEARVIEW AIRPARK,39.4670182,-77.01743206,1,1840.0,0,0
2E2,SHARPE'S STRIP,42.95160833,-82.77586528,1,2700.0,0,0
2W5,MARYLAND,38.59704861,-77.07245833,1,3740.0,0,0
2E6,GROTON MUNI,45.5345093,-98.09526126,1,2070.0,0,0
2WA2,RED ROCK FLD,46.87986111,-119.5888889,1,3892.0,0,0
2E7,MC LEAN/GRAY COUNTY,35.24687168,-100.5467939,1,3225.0,0,0
2WN2,SILVER LAKE,45.58389444,-91.9205,1,5000.0,0,0
2E8,CACKLEBERRY,42.42513194,-83.86855417,1,2113.0,0,0
2X2,WILLOW SPB,61.74344869,-150.0596886,1,3600.0,0,0
2F0,IRAAN MUNI,30.90623617,-101.8897994,1,2755.0,0,0
2XS2,INDIO-FAITH,28.26341404,-100.162738,1,5164.0,0,0
2F1,SHAMROCK MUNI,35.23459758,-100.1853014,1,3600.0,0,0
2Y4,ROCKWELL CITY MUNI,42.38782083,-94.61890278,1,3503.0,0,0
2F4,T-BAR,33.1809973,-101.8193768,1,2543.0,0,0
30AZ,KIELBERG CANYON,32.56582222,-110.4273181,1,1295.0,0,0
20OH,MOSQUITO STRIP,41.39375694,-80.81337361,1,1850.0,0,0
30GA,COX FLD,33.28288611,-83.90136667,1,3014.0,0,0
2F7,COMMERCE MUNI,33.2928719,-95.8964108,1,3907.0,0,0
30ID,4Z RANCH,43.46472577,-114.3805521,1,1500.0,0,0
2FA1,SQUILLACOTE,29.25126389,-81.20053472,1,1515.0,0,0
2FA3,LONG BRANCH FARMS,30.81273888,-86.6373625,1,2300.0,0,0
